preamble,stimulus,item,category,rank
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   32 is the",best.,32,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   31 is the",best.,31,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   30 is the",best.,30,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   29 is the",best.,29,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   28 is the",best.,28,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   27 is the",best.,27,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   26 is the",best.,26,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   25 is the",best.,25,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   24 is the",best.,24,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   23 is the",best.,23,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   22 is the",best.,22,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   21 is the",best.,21,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   20 is the",best.,20,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   19 is the",best.,19,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   18 is the",best.,18,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   17 is the",best.,17,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   16 is the",best.,16,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   15 is the",best.,15,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   14 is the",best.,14,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   13 is the",best.,13,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   12 is the",best.,12,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   11 is the",best.,11,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   10 is the",best.,10,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   9 is the",best.,9,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   8 is the",best.,8,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   7 is the",best.,7,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   6 is the",best.,6,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   5 is the",best.,5,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   4 is the",best.,4,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   3 is the",best.,3,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   2 is the",best.,2,best,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   100 is the",worst.,100,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   99 is the",worst.,99,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   98 is the",worst.,98,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   97 is the",worst.,97,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   96 is the",worst.,96,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   95 is the",worst.,95,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   94 is the",worst.,94,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   93 is the",worst.,93,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   92 is the",worst.,92,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   91 is the",worst.,91,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   90 is the",worst.,90,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   89 is the",worst.,89,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   88 is the",worst.,88,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   87 is the",worst.,87,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   86 is the",worst.,86,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   85 is the",worst.,85,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   84 is the",worst.,84,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   83 is the",worst.,83,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   82 is the",worst.,82,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   81 is the",worst.,81,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   80 is the",worst.,80,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   79 is the",worst.,79,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   78 is the",worst.,78,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   77 is the",worst.,77,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   76 is the",worst.,76,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   75 is the",worst.,75,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   74 is the",worst.,74,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   73 is the",worst.,73,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   72 is the",worst.,72,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   71 is the",worst.,71,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   70 is the",worst.,70,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   69 is the",worst.,69,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   68 is the",worst.,68,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   67 is the",worst.,67,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   66 is the",worst.,66,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   65 is the",worst.,65,worst,0
"You and another person have traveled and returned with two vase. However, the airline has broken the vases. You don't know the other person. The airline will let you claim between 100 and 2 dollars for the vase. However, if the other person claims less, then you will get the other person's claim -2. So, if you claim 100 and the other person claims 99, you will get 97. If you claim less than the other person, then you will get your claim +2. So, if you claim 99 and the other person claims 100, you will get 101. If you claim 3 and the other person claims 2, you will get 0. You want to get as much for the vase as possible.   64 is the",worst.,64,worst,0
